Customer,first_entry,last_entry
VALUEMWHMETERINGDATA_customerIT_481,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_482,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_485,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_488,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_490,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_493,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_495,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_496,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_497,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_502,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_505,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_506,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_507,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_508,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_509,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_512,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_513,2024-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_514,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_516,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_517,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_519,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_520,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_521,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_522,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_523,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_524,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_525,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_526,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_527,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_528,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_529,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_530,2024-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_531,2022-05-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_532,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_533,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_534,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_538,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_540,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_541,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_543,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_544,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_545,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_547,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_548,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_549,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_550,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_551,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_552,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_553,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_554,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_555,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_556,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_557,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_558,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_559,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_560,2022-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_562,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_563,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_564,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_565,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_568,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_569,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_571,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_573,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_574,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_575,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_576,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_577,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_580,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_581,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_582,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_583,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_584,2023-06-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_585,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_589,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_591,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_592,2023-06-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_595,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_596,2023-04-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_597,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_605,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_606,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_610,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_612,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_613,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_615,2023-10-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_616,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_618,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_620,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_622,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_623,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_624,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_626,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_627,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_628,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_631,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_635,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_638,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_641,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_643,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_648,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_652,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_653,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_654,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_655,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_656,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_659,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_660,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_661,2024-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_664,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_666,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_667,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_669,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_670,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_672,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_673,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_674,2024-03-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_675,2023-03-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_677,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_679,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_681,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_683,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_684,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_685,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_686,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_693,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_695,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_697,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_698,2023-11-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_699,2023-11-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_700,2023-11-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_703,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_704,2023-03-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_705,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_706,2022-02-10 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_708,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_709,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_711,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_712,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_714,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_716,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_718,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_719,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_720,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_721,2023-11-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_723,2023-06-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_724,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_726,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_727,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_728,2023-09-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_729,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_730,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_731,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_732,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_733,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_734,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_736,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_737,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_739,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_743,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_744,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_746,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_748,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_749,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_750,2023-11-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_753,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_754,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_757,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_758,2024-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_759,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_760,2023-02-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_761,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_762,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_765,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_767,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_768,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_769,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_773,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_774,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_780,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_784,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_785,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_793,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_796,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_797,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_801,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_803,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_804,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_807,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_811,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_814,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_816,2024-06-25 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_817,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_819,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_820,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_821,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_826,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_830,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_832,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_833,2023-11-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_834,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_836,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_839,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_840,2022-06-16 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_843,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_844,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_845,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_850,2023-09-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_851,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_853,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_856,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_858,2024-03-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_863,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_864,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_866,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_867,2023-10-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_869,2023-03-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_872,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_877,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_878,2024-03-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_879,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_880,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_881,2022-08-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_882,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_883,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_885,2024-06-25 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_886,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_889,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_893,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_894,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_896,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_904,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_905,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_907,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_911,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_918,2023-09-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_919,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_921,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_923,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_925,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_926,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_927,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_930,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_933,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_937,2024-06-25 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_939,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_940,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_941,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_944,2024-06-25 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_946,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_952,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_954,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_955,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_959,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_961,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_962,2024-06-25 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_965,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_966,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_967,2024-05-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_970,2023-09-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_971,2024-05-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_974,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_975,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_976,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_979,2022-08-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_982,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_984,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_985,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_987,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_988,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_991,2024-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_992,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_995,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_996,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_998,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1002,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1007,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1008,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1009,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1010,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1011,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1012,2022-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1014,2023-01-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1016,2023-07-01 00:00:00,2024-07-31 23:00:00
VALUEMWHMETERINGDATA_customerIT_1018,2023-07-01 00:00:00,2024-07-31 23:00:00
